,0,1
0,0.6842105263157895,0.5
1,0.6842105263157895,0.38461538461538464
2,0.7368421052631579,0.4230769230769231
3,0.7105263157894737,0.38461538461538464
4,0.6842105263157895,0.34615384615384615
5,0.7105263157894737,0.38461538461538464
6,0.7631578947368421,0.3076923076923077
7,0.7105263157894737,0.5
8,0.6578947368421053,0.46153846153846156
9,0.7631578947368421,0.5
10,0.6842105263157895,0.4230769230769231
11,0.7368421052631579,0.38461538461538464
12,0.7631578947368421,0.3076923076923077
13,0.7368421052631579,0.46153846153846156
